O*NET-SOC Code,Title,Element ID,Element Name,Importance,Importance_SE,Importance_LowerCI,Importance_UpperCI,Level,Level_SE,Level_LowerCI,Level_UpperCI,SkillScore
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.1.f,Science,1.88,0.125,1.63,2.12,1.75,0.25,1.26,2.24,9.4
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,3.88,0.125,3.63,4.12,44.3
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.25,0.1637,2.9292,3.5708,27.9
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.c,Learning Strategies,3.12,0.2266,2.6809,3.5691,3.12,0.2266,2.6809,3.5691,27.8
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.38,0.2631,2.8594,3.8906,32.6
33-3011.00,Bailiffs,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
33-3011.00,Bailiffs,2.A.1.b,Active Listening,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
33-3011.00,Bailiffs,2.A.1.c,Writing,2.25,0.1637,1.9292,2.5708,2.25,0.1637,1.9292,2.5708,14.5
33-3011.00,Bailiffs,2.A.1.d,Speaking,3.38,0.183,3.0164,3.7336,3.0,0.0,3.0,3.0,29.0
33-3011.00,Bailiffs,2.A.1.e,Mathematics,1.5,0.189,1.1296,1.8704,0.75,0.3134,0.1358,1.3642,3.2
33-3011.00,Bailiffs,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33-3011.00,Bailiffs,2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
33-3011.00,Bailiffs,2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.12,0.125,1.88,2.37,16.7
33-3011.00,Bailiffs,2.A.2.c,Learning Strategies,2.12,0.125,1.88,2.37,2.0,0.189,1.6296,2.3704,12.1
33-3011.00,Bailiffs,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.25,0.1637,2.9292,3.5708,31.4
33-3012.00,Correctional Officers and Jailers,2.A.1.a,Reading Comprehension,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
33-3012.00,Correctional Officers and Jailers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,3.5,0.189,3.1296,3.8704,40.0
33-3012.00,Correctional Officers and Jailers,2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-3012.00,Correctional Officers and Jailers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,3.5,0.189,3.1296,3.8704,38.8
33-3012.00,Correctional Officers and Jailers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
33-3012.00,Correctional Officers and Jailers,2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.38,0.183,0.0164,0.7336,1.5
33-3012.00,Correctional Officers and Jailers,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.62,0.183,3.2664,3.9836,38.8
33-3012.00,Correctional Officers and Jailers,2.A.2.b,Active Learning,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
33-3012.00,Correctional Officers and Jailers,2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-3012.00,Correctional Officers and Jailers,2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,3.75,0.1637,3.4292,4.0708,42.9
33-3021.00,Detectives and Criminal Investigators,2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
33-3021.00,Detectives and Criminal Investigators,2.A.1.b,Active Listening,4.5,0.189,4.1296,4.8704,4.5,0.189,4.1296,4.8704,57.9
33-3021.00,Detectives and Criminal Investigators,2.A.1.c,Writing,3.75,0.1637,3.4292,4.0708,4.0,0.189,3.6296,4.3704,42.9
33-3021.00,Detectives and Criminal Investigators,2.A.1.d,Speaking,4.25,0.1637,3.9292,4.5708,4.12,0.125,3.88,4.37,50.0
33-3021.00,Detectives and Criminal Investigators,2.A.1.e,Mathematics,2.0,0.189,1.6296,2.3704,1.88,0.295,1.2967,2.4533,10.7
33-3021.00,Detectives and Criminal Investigators,2.A.1.f,Science,1.62,0.183,1.2664,1.9836,0.88,0.295,0.2967,1.4533,4.1
33-3021.00,Detectives and Criminal Investigators,2.A.2.a,Critical Thinking,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
33-3021.00,Detectives and Criminal Investigators,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,3.62,0.183,3.2664,3.9836,38.8
33-3021.00,Detectives and Criminal Investigators,2.A.2.c,Learning Strategies,2.88,0.125,2.63,3.12,3.0,0.189,2.6296,3.3704,24.7
33-3021.00,Detectives and Criminal Investigators,2.A.2.d,Monitoring,3.62,0.183,3.2664,3.9836,3.5,0.189,3.1296,3.8704,36.2
33-3021.02,Police Identification and Records Officers,2.A.1.a,Reading Comprehension,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
33-3021.02,Police Identification and Records Officers,2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
33-3021.02,Police Identification and Records Officers,2.A.1.c,Writing,3.25,0.1637,2.9292,3.5708,3.25,0.1637,2.9292,3.5708,30.2
33-3021.02,Police Identification and Records Officers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
33-3021.02,Police Identification and Records Officers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
33-3021.02,Police Identification and Records Officers,2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.0,0.2673,0.4762,1.5238,5.0
33-3021.02,Police Identification and Records Officers,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
33-3021.02,Police Identification and Records Officers,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-3021.02,Police Identification and Records Officers,2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,3.0,0.0,3.0,3.0,23.6
33-3021.02,Police Identification and Records Officers,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-3021.06,Intelligence Analysts,2.A.1.a,Reading Comprehension,4.25,0.1637,3.9292,4.5708,4.88,0.125,4.63,5.12,59.3
33-3021.06,Intelligence Analysts,2.A.1.b,Active Listening,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
33-3021.06,Intelligence Analysts,2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
33-3021.06,Intelligence Analysts,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
33-3021.06,Intelligence Analysts,2.A.1.e,Mathematics,2.75,0.1637,2.4292,3.0708,2.88,0.125,2.63,3.12,22.6
33-3021.06,Intelligence Analysts,2.A.1.f,Science,1.88,0.125,1.63,2.12,1.75,0.25,1.26,2.24,9.4
33-3021.06,Intelligence Analysts,2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.38,0.183,4.0164,4.7336,50.1
33-3021.06,Intelligence Analysts,2.A.2.b,Active Learning,3.62,0.183,3.2664,3.9836,4.0,0.189,3.6296,4.3704,41.4
33-3021.06,Intelligence Analysts,2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-3021.06,Intelligence Analysts,2.A.2.d,Monitoring,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
33-3031.00,Fish and Game Wardens,2.A.1.a,Reading Comprehension,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
33-3031.00,Fish and Game Wardens,2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
33-3031.00,Fish and Game Wardens,2.A.1.c,Writing,3.12,0.125,2.88,3.37,3.38,0.183,3.0164,3.7336,30.1
33-3031.00,Fish and Game Wardens,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
33-3031.00,Fish and Game Wardens,2.A.1.e,Mathematics,2.38,0.183,2.0164,2.7336,2.5,0.189,2.1296,2.8704,17.0
33-3031.00,Fish and Game Wardens,2.A.1.f,Science,2.38,0.183,2.0164,2.7336,2.38,0.183,2.0164,2.7336,16.2
33-3031.00,Fish and Game Wardens,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
33-3031.00,Fish and Game Wardens,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.38,0.183,3.0164,3.7336,29.0
33-3031.00,Fish and Game Wardens,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
33-3031.00,Fish and Game Wardens,2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.38,0.183,3.0164,3.7336,30.1
33-3041.00,Parking Enforcement Workers,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
33-3041.00,Parking Enforcement Workers,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
33-3041.00,Parking Enforcement Workers,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.25,0.1637,1.9292,2.5708,17.7
33-3041.00,Parking Enforcement Workers,2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
33-3041.00,Parking Enforcement Workers,2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.62,0.2631,1.1094,2.1406,8.7
33-3041.00,Parking Enforcement Workers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33-3041.00,Parking Enforcement Workers,2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-3041.00,Parking Enforcement Workers,2.A.2.b,Active Learning,2.62,0.183,2.2664,2.9836,2.38,0.183,2.0164,2.7336,17.8
33-3041.00,Parking Enforcement Workers,2.A.2.c,Learning Strategies,2.12,0.2266,1.6809,2.5691,2.0,0.3273,1.3584,2.6416,12.1
33-3041.00,Parking Enforcement Workers,2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.a,Reading Comprehension,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.b,Active Listening,4.12,0.125,3.88,4.37,4.0,0.0,4.0,4.0,47.1
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.c,Writing,3.12,0.125,2.88,3.37,3.75,0.1637,3.4292,4.0708,33.4
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.25,0.1637,1.9292,2.5708,12.9
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.38,0.183,0.0164,0.7336,1.5
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.b,Active Learning,3.88,0.2266,3.4309,4.3191,3.25,0.1637,2.9292,3.5708,36.0
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,3.0,0.0,3.0,3.0,23.6
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.d,Monitoring,3.25,0.25,2.76,3.74,3.62,0.183,3.2664,3.9836,33.6
33-3051.04,Customs and Border Protection Officers,2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
33-3051.04,Customs and Border Protection Officers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
33-3051.04,Customs and Border Protection Officers,2.A.1.c,Writing,3.62,0.183,3.2664,3.9836,3.75,0.1637,3.4292,4.0708,38.8
33-3051.04,Customs and Border Protection Officers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
33-3051.04,Customs and Border Protection Officers,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
33-3051.04,Customs and Border Protection Officers,2.A.1.f,Science,1.88,0.125,1.63,2.12,1.12,0.2266,0.6809,1.5691,6.0
33-3051.04,Customs and Border Protection Officers,2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,3.88,0.125,3.63,4.12,44.3
33-3051.04,Customs and Border Protection Officers,2.A.2.b,Active Learning,3.38,0.183,3.0164,3.7336,3.12,0.125,2.88,3.37,30.1
33-3051.04,Customs and Border Protection Officers,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.88,0.125,2.63,3.12,21.6
33-3051.04,Customs and Border Protection Officers,2.A.2.d,Monitoring,3.62,0.183,3.2664,3.9836,3.75,0.1637,3.4292,4.0708,38.8
33-3052.00,Transit and Railroad Police,2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
33-3052.00,Transit and Railroad Police,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,3.25,0.1637,2.9292,3.5708,37.1
33-3052.00,Transit and Railroad Police,2.A.1.c,Writing,3.25,0.1637,2.9292,3.5708,3.0,0.189,2.6296,3.3704,27.9
33-3052.00,Transit and Railroad Police,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,3.88,0.125,3.63,4.12,44.3
33-3052.00,Transit and Railroad Police,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
33-3052.00,Transit and Railroad Police,2.A.1.f,Science,1.12,0.125,1.0,1.37,0.12,0.125,0.0,0.37,0.4
33-3052.00,Transit and Railroad Police,2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,3.38,0.183,3.0164,3.7336,37.5
33-3052.00,Transit and Railroad Police,2.A.2.b,Active Learning,3.25,0.1637,2.9292,3.5708,3.0,0.189,2.6296,3.3704,27.9
33-3052.00,Transit and Railroad Police,2.A.2.c,Learning Strategies,2.88,0.125,2.63,3.12,3.25,0.1637,2.9292,3.5708,26.7
33-3052.00,Transit and Railroad Police,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.5,0.189,3.1296,3.8704,33.8
33-9011.00,Animal Control Workers,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-9011.00,Animal Control Workers,2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,3.25,0.1637,2.9292,3.5708,34.8
33-9011.00,Animal Control Workers,2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-9011.00,Animal Control Workers,2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,3.12,0.125,2.88,3.37,32.3
33-9011.00,Animal Control Workers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,5.7
33-9011.00,Animal Control Workers,2.A.1.f,Science,1.12,0.125,1.0,1.37,0.12,0.125,0.0,0.37,0.4
33-9011.00,Animal Control Workers,2.A.2.a,Critical Thinking,3.5,0.189,3.1296,3.8704,3.5,0.189,3.1296,3.8704,35.0
33-9011.00,Animal Control Workers,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
33-9011.00,Animal Control Workers,2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
33-9011.00,Animal Control Workers,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-9021.00,Private Detectives and Investigators,2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
33-9021.00,Private Detectives and Investigators,2.A.1.b,Active Listening,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
33-9021.00,Private Detectives and Investigators,2.A.1.c,Writing,3.62,0.2631,3.1094,4.1406,3.62,0.183,3.2664,3.9836,37.4
33-9021.00,Private Detectives and Investigators,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,3.88,0.125,3.63,4.12,44.3
33-9021.00,Private Detectives and Investigators,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
33-9021.00,Private Detectives and Investigators,2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.62,0.2631,0.1094,1.1406,2.7
33-9021.00,Private Detectives and Investigators,2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
33-9021.00,Private Detectives and Investigators,2.A.2.b,Active Learning,3.38,0.183,3.0164,3.7336,3.38,0.2631,2.8594,3.8906,32.6
33-9021.00,Private Detectives and Investigators,2.A.2.c,Learning Strategies,2.5,0.189,2.1296,2.8704,2.12,0.2266,1.6809,2.5691,15.1
33-9021.00,Private Detectives and Investigators,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.5,0.189,3.1296,3.8704,33.8
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.1.a,Reading Comprehension,3.25,0.1637,2.9292,3.5708,3.5,0.189,3.1296,3.8704,32.5
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.1.b,Active Listening,3.25,0.1637,2.9292,3.5708,3.25,0.1637,2.9292,3.5708,30.2
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.1.c,Writing,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,1.75,0.25,1.26,2.24,10.6
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.1.f,Science,1.25,0.1637,1.0,1.5708,0.25,0.1637,0.0,0.5708,0.9
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.2.b,Active Learning,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.2.c,Learning Strategies,2.5,0.189,2.1296,2.8704,2.88,0.2266,2.4309,3.3191,20.6
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.A.2.d,Monitoring,4.12,0.125,3.88,4.37,3.88,0.2266,3.4309,4.3191,45.7
33-9032.00,Security Guards,2.A.1.a,Reading Comprehension,3.0,0.189,2.6296,3.3704,3.0,0.0,3.0,3.0,25.7
33-9032.00,Security Guards,2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,3.0,0.0,3.0,3.0,32.1
33-9032.00,Security Guards,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
33-9032.00,Security Guards,2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,3.0,0.0,3.0,3.0,27.9
33-9032.00,Security Guards,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.25,0.1637,0.9292,1.5708,7.1
33-9032.00,Security Guards,2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.62,0.2631,0.1094,1.1406,2.7
33-9032.00,Security Guards,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
33-9032.00,Security Guards,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
33-9032.00,Security Guards,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.25,0.1637,1.9292,2.5708,16.8
33-9032.00,Security Guards,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.12,0.125,2.88,3.37,30.1
33-9091.00,Crossing Guards and Flaggers,2.A.1.a,Reading Comprehension,2.25,0.1637,1.9292,2.5708,2.0,0.0,2.0,2.0,12.9
33-9091.00,Crossing Guards and Flaggers,2.A.1.b,Active Listening,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
33-9091.00,Crossing Guards and Flaggers,2.A.1.c,Writing,2.0,0.189,1.6296,2.3704,1.75,0.25,1.26,2.24,10.0
33-9091.00,Crossing Guards and Flaggers,2.A.1.d,Speaking,3.12,0.125,2.88,3.37,2.5,0.189,2.1296,2.8704,22.3
33-9091.00,Crossing Guards and Flaggers,2.A.1.e,Mathematics,1.62,0.183,1.2664,1.9836,0.62,0.183,0.2664,0.9836,2.9
33-9091.00,Crossing Guards and Flaggers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33-9091.00,Crossing Guards and Flaggers,2.A.2.a,Critical Thinking,2.75,0.1637,2.4292,3.0708,2.5,0.189,2.1296,2.8704,19.6
33-9091.00,Crossing Guards and Flaggers,2.A.2.b,Active Learning,2.25,0.25,1.76,2.74,1.62,0.2631,1.1094,2.1406,10.4
33-9091.00,Crossing Guards and Flaggers,2.A.2.c,Learning Strategies,1.88,0.2266,1.4309,2.3191,0.88,0.2266,0.4309,1.3191,4.7
33-9091.00,Crossing Guards and Flaggers,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.62,0.2631,2.1094,3.1406,21.6
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.1.c,Writing,2.5,0.189,2.1296,2.8704,2.62,0.183,2.2664,2.9836,18.7
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.1.d,Speaking,3.5,0.189,3.1296,3.8704,3.0,0.189,2.6296,3.3704,30.0
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.1.e,Mathematics,1.38,0.183,1.0164,1.7336,0.62,0.3239,0.0,1.2598,2.4
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.62,0.2631,0.1094,1.1406,2.7
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.0,0.189,2.6296,3.3704,26.7
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,3.5,0.189,3.1296,3.8704,37.5
33-9093.00,Transportation Security Screeners,2.A.1.a,Reading Comprehension,3.0,0.189,2.6296,3.3704,3.0,0.3273,2.3584,3.6416,25.7
33-9093.00,Transportation Security Screeners,2.A.1.b,Active Listening,3.25,0.25,2.76,3.74,3.5,0.2673,2.9762,4.0238,32.5
33-9093.00,Transportation Security Screeners,2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
33-9093.00,Transportation Security Screeners,2.A.1.d,Speaking,3.38,0.183,3.0164,3.7336,3.0,0.2673,2.4762,3.5238,29.0
33-9093.00,Transportation Security Screeners,2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.62,0.3239,0.9902,2.2598,8.7
33-9093.00,Transportation Security Screeners,2.A.1.f,Science,1.75,0.366,1.0327,2.4673,1.0,0.4226,0.1717,1.8283,5.0
33-9093.00,Transportation Security Screeners,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.5,0.189,3.1296,3.8704,32.5
33-9093.00,Transportation Security Screeners,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.2673,2.4762,3.5238,24.7
33-9093.00,Transportation Security Screeners,2.A.2.c,Learning Strategies,2.5,0.189,2.1296,2.8704,2.75,0.25,2.26,3.24,19.6
33-9093.00,Transportation Security Screeners,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.12,0.2266,2.6809,3.5691,30.1
33-9094.00,School Bus Monitors,2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.0,0.0,2.0,2.0,15.7
33-9094.00,School Bus Monitors,2.A.1.b,Active Listening,3.0,0.189,2.6296,3.3704,2.75,0.1637,2.4292,3.0708,23.6
33-9094.00,School Bus Monitors,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.38,0.183,2.0164,2.7336,18.7
33-9094.00,School Bus Monitors,2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,2.62,0.183,2.2664,2.9836,24.3
33-9094.00,School Bus Monitors,2.A.1.e,Mathematics,1.62,0.183,1.2664,1.9836,0.62,0.183,0.2664,0.9836,2.9
33-9094.00,School Bus Monitors,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33-9094.00,School Bus Monitors,2.A.2.a,Critical Thinking,2.88,0.125,2.63,3.12,2.5,0.189,2.1296,2.8704,20.6
33-9094.00,School Bus Monitors,2.A.2.b,Active Learning,2.12,0.125,1.88,2.37,1.62,0.183,1.2664,1.9836,9.8
33-9094.00,School Bus Monitors,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
33-9094.00,School Bus Monitors,2.A.2.d,Monitoring,3.75,0.25,3.26,4.24,3.12,0.125,2.88,3.37,33.4
33-9099.02,Retail Loss Prevention Specialists,2.A.1.a,Reading Comprehension,3.25,0.1637,2.9292,3.5708,3.62,0.183,3.2664,3.9836,33.6
33-9099.02,Retail Loss Prevention Specialists,2.A.1.b,Active Listening,3.5,0.2673,2.9762,4.0238,3.25,0.25,2.76,3.74,32.5
33-9099.02,Retail Loss Prevention Specialists,2.A.1.c,Writing,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
33-9099.02,Retail Loss Prevention Specialists,2.A.1.d,Speaking,3.5,0.189,3.1296,3.8704,3.5,0.189,3.1296,3.8704,35.0
33-9099.02,Retail Loss Prevention Specialists,2.A.1.e,Mathematics,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
